# Renewables.ninja Wind power (Point API) - 55.680, 12.570 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Paris, electricity in kW,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Paris"""," ""electricity"": ""kW""}"," ""params"": {""local_time"": ""true"""," ""header"": ""true"""," ""lat"": ""55.68"""," ""lon"": ""12.57"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""500000"""," ""height"": ""100"""," ""turbine"": ""Vestas V90 2000"""," ""raw"": ""false""}}"
time,local_time,electricity_kW,electricity_MW,capacity_factor,,,,,,,,,
25/02/2019 04.00,25/02/2019 05.00,231845.02,231.84502,0.46369004,,,,,,,,,
25/02/2019 05.00,25/02/2019 06.00,248754.41,248.75441,0.49750882,,,,,,,,,
25/02/2019 06.00,25/02/2019 07.00,269827.599,269.827599,0.539655198,,,,,,,,,
25/02/2019 07.00,25/02/2019 08.00,266600.011,266.600011,0.533200022,,,,,,,,,
25/02/2019 08.00,25/02/2019 09.00,238850.745,238.850745,0.47770149,,,,,,,,,
25/02/2019 09.00,25/02/2019 10.00,244169.116,244.169116,0.488338232,,,,,,,,,
25/02/2019 10.00,25/02/2019 11.00,264225.341,264.225341,0.528450682,,,,,,,,,
25/02/2019 11.00,25/02/2019 12.00,275094.664,275.094664,0.550189328,,,,,,,,,
25/02/2019 12.00,25/02/2019 13.00,290044.038,290.044038,0.580088076,,,,,,,,,
25/02/2019 13.00,25/02/2019 14.00,307661.719,307.661719,0.615323438,,,,,,,,,
25/02/2019 14.00,25/02/2019 15.00,302509.964,302.509964,0.605019928,,,,,,,,,
25/02/2019 15.00,25/02/2019 16.00,284411.606,284.411606,0.568823212,,,,,,,,,
25/02/2019 16.00,25/02/2019 17.00,327560.17,327.56017,0.65512034,,,,,,,,,
25/02/2019 17.00,25/02/2019 18.00,353337.402,353.337402,0.706674804,,,,,,,,,
25/02/2019 18.00,25/02/2019 19.00,362792.485,362.792485,0.72558497,,,,,,,,,
25/02/2019 19.00,25/02/2019 20.00,364865.301,364.865301,0.729730602,,,,,,,,,
25/02/2019 20.00,25/02/2019 21.00,351076.419,351.076419,0.702152838,,,,,,,,,
25/02/2019 21.00,25/02/2019 22.00,317713.905,317.713905,0.63542781,,,,,,,,,
25/02/2019 22.00,25/02/2019 23.00,297354.072,297.354072,0.594708144,,,,,,,,,
25/02/2019 23.00,26/02/2019 00.00,279046.55,279.04655,0.5580931,,,,,,,,,
26/02/2019 00.00,26/02/2019 01.00,257895.489,257.895489,0.515790978,,,,,,,,,
26/02/2019 01.00,26/02/2019 02.00,234528.963,234.528963,0.469057926,,,,,,,,,
26/02/2019 02.00,26/02/2019 03.00,217502.844,217.502844,0.435005688,,,,,,,,,
26/02/2019 03.00,26/02/2019 04.00,220748.618,220.748618,0.441497236,,,,,,,,,
26/02/2019 04.00,26/02/2019 05.00,226947.052,226.947052,0.453894104,,,,,,,,,
26/02/2019 05.00,26/02/2019 06.00,237971.311,237.971311,0.475942622,,,,,,,,,
26/02/2019 06.00,26/02/2019 07.00,227281.005,227.281005,0.45456201,,,,,,,,,
26/02/2019 07.00,26/02/2019 08.00,179616.937,179.616937,0.359233874,,,,,,,,,
26/02/2019 08.00,26/02/2019 09.00,134803.003,134.803003,0.269606006,,,,,,,,,
26/02/2019 09.00,26/02/2019 10.00,92977.979,92.977979,0.185955958,,,,,,,,,
26/02/2019 10.00,26/02/2019 11.00,66475.197,66.475197,0.132950394,,,,,,,,,
26/02/2019 11.00,26/02/2019 12.00,58742.339,58.742339,0.117484678,,,,,,,,,
26/02/2019 12.00,26/02/2019 13.00,70458.691,70.458691,0.140917382,,,,,,,,,
26/02/2019 13.00,26/02/2019 14.00,88052.455,88.052455,0.17610491,,,,,,,,,
26/02/2019 14.00,26/02/2019 15.00,94779.635,94.779635,0.18955927,,,,,,,,,
26/02/2019 15.00,26/02/2019 16.00,113711.279,113.711279,0.227422558,,,,,,,,,
26/02/2019 16.00,26/02/2019 17.00,145669.034,145.669034,0.291338068,,,,,,,,,
26/02/2019 17.00,26/02/2019 18.00,163853.661,163.853661,0.327707322,,,,,,,,,
26/02/2019 18.00,26/02/2019 19.00,183109.153,183.109153,0.366218306,,,,,,,,,
26/02/2019 19.00,26/02/2019 20.00,206359.245,206.359245,0.41271849,,,,,,,,,
26/02/2019 20.00,26/02/2019 21.00,229709.807,229.709807,0.459419614,,,,,,,,,
26/02/2019 21.00,26/02/2019 22.00,246921.342,246.921342,0.493842684,,,,,,,,,
26/02/2019 22.00,26/02/2019 23.00,250401.583,250.401583,0.500803166,,,,,,,,,
26/02/2019 23.00,27/02/2019 00.00,240985.283,240.985283,0.481970566,,,,,,,,,
27/02/2019 00.00,27/02/2019 01.00,231771.253,231.771253,0.463542506,,,,,,,,,
27/02/2019 01.00,27/02/2019 02.00,235716.807,235.716807,0.471433614,,,,,,,,,
27/02/2019 02.00,27/02/2019 03.00,247434.827,247.434827,0.494869654,,,,,,,,,
27/02/2019 03.00,27/02/2019 04.00,242813.234,242.813234,0.485626468,,,,,,,,,
27/02/2019 04.00,27/02/2019 05.00,229708.079,229.708079,0.459416158,,,,,,,,,
27/02/2019 05.00,27/02/2019 06.00,224986.583,224.986583,0.449973166,,,,,,,,,
27/02/2019 06.00,27/02/2019 07.00,228319.496,228.319496,0.456638992,,,,,,,,,
27/02/2019 07.00,27/02/2019 08.00,222537.556,222.537556,0.445075112,,,,,,,,,
27/02/2019 08.00,27/02/2019 09.00,197549.733,197.549733,0.395099466,,,,,,,,,
27/02/2019 09.00,27/02/2019 10.00,214263.663,214.263663,0.428527326,,,,,,,,,
27/02/2019 10.00,27/02/2019 11.00,271201.143,271.201143,0.542402286,,,,,,,,,
27/02/2019 11.00,27/02/2019 12.00,318277.632,318.277632,0.636555264,,,,,,,,,
27/02/2019 12.00,27/02/2019 13.00,334080.741,334.080741,0.668161482,,,,,,,,,
27/02/2019 13.00,27/02/2019 14.00,329501.013,329.501013,0.659002026,,,,,,,,,
27/02/2019 14.00,27/02/2019 15.00,301003.779,301.003779,0.602007558,,,,,,,,,
27/02/2019 15.00,27/02/2019 16.00,345130.344,345.130344,0.690260688,,,,,,,,,
27/02/2019 16.00,27/02/2019 17.00,407025.721,407.025721,0.814051442,,,,,,,,,
27/02/2019 17.00,27/02/2019 18.00,425676.679,425.676679,0.851353358,,,,,,,,,
27/02/2019 18.00,27/02/2019 19.00,424493.751,424.493751,0.848987502,,,,,,,,,
27/02/2019 19.00,27/02/2019 20.00,415832.847,415.832847,0.831665694,,,,,,,,,
27/02/2019 20.00,27/02/2019 21.00,405873.665,405.873665,0.81174733,,,,,,,,,
27/02/2019 21.00,27/02/2019 22.00,395815.255,395.815255,0.79163051,,,,,,,,,
27/02/2019 22.00,27/02/2019 23.00,384113.197,384.113197,0.768226394,,,,,,,,,
27/02/2019 23.00,28/02/2019 00.00,374924.567,374.924567,0.749849134,,,,,,,,,
28/02/2019 00.00,28/02/2019 01.00,366099.705,366.099705,0.73219941,,,,,,,,,
28/02/2019 01.00,28/02/2019 02.00,350448.644,350.448644,0.700897288,,,,,,,,,
28/02/2019 02.00,28/02/2019 03.00,341095.414,341.095414,0.682190828,,,,,,,,,
28/02/2019 03.00,28/02/2019 04.00,351920.152,351.920152,0.703840304,,,,,,,,,
28/02/2019 04.00,28/02/2019 05.00,330749.319,330.749319,0.661498638,,,,,,,,,
28/02/2019 05.00,28/02/2019 06.00,324969.064,324.969064,0.649938128,,,,,,,,,
28/02/2019 06.00,28/02/2019 07.00,331571.968,331.571968,0.663143936,,,,,,,,,
28/02/2019 07.00,28/02/2019 08.00,317726.306,317.726306,0.635452612,,,,,,,,,
28/02/2019 08.00,28/02/2019 09.00,295275.518,295.275518,0.590551036,,,,,,,,,
28/02/2019 09.00,28/02/2019 10.00,250925.799,250.925799,0.501851598,,,,,,,,,
28/02/2019 10.00,28/02/2019 11.00,215796.838,215.796838,0.431593676,,,,,,,,,
28/02/2019 11.00,28/02/2019 12.00,208206.532,208.206532,0.416413064,,,,,,,,,
28/02/2019 12.00,28/02/2019 13.00,219233.694,219.233694,0.438467388,,,,,,,,,
28/02/2019 13.00,28/02/2019 14.00,230103.034,230.103034,0.460206068,,,,,,,,,
28/02/2019 14.00,28/02/2019 15.00,226581.213,226.581213,0.453162426,,,,,,,,,
28/02/2019 15.00,28/02/2019 16.00,226826.121,226.826121,0.453652242,,,,,,,,,
28/02/2019 16.00,28/02/2019 17.00,240520.699,240.520699,0.481041398,,,,,,,,,
28/02/2019 17.00,28/02/2019 18.00,223749.309,223.749309,0.447498618,,,,,,,,,
28/02/2019 18.00,28/02/2019 19.00,189758.653,189.758653,0.379517306,,,,,,,,,
28/02/2019 19.00,28/02/2019 20.00,145427.126,145.427126,0.290854252,,,,,,,,,
28/02/2019 20.00,28/02/2019 21.00,99356.164,99.356164,0.198712328,,,,,,,,,
28/02/2019 21.00,28/02/2019 22.00,65769.227,65.769227,0.131538454,,,,,,,,,
28/02/2019 22.00,28/02/2019 23.00,45151.678,45.151678,0.090303356,,,,,,,,,
28/02/2019 23.00,01/03/2019 00.00,34111.41,34.11141,0.06822282,,,,,,,,,
01/03/2019 00.00,01/03/2019 01.00,23483.721,23.483721,0.046967442,,,,,,,,,
01/03/2019 01.00,01/03/2019 02.00,14551.87,14.55187,0.02910374,,,,,,,,,
01/03/2019 02.00,01/03/2019 03.00,11107.265,11.107265,0.02221453,,,,,,,,,
01/03/2019 03.00,01/03/2019 04.00,10086.661,10.086661,0.020173322,,,,,,,,,
01/03/2019 04.00,01/03/2019 05.00,7809.982,7.809982,0.015619964,,,,,,,,,
01/03/2019 05.00,01/03/2019 06.00,6776.796,6.776796,0.013553592,,,,,,,,,
01/03/2019 06.00,01/03/2019 07.00,6824.373,6.824373,0.013648746,,,,,,,,,
01/03/2019 07.00,01/03/2019 08.00,5616.579,5.616579,0.011233158,,,,,,,,,
01/03/2019 08.00,01/03/2019 09.00,5431.036,5.431036,0.010862072,,,,,,,,,
01/03/2019 09.00,01/03/2019 10.00,15663.146,15.663146,0.031326292,,,,,,,,,
01/03/2019 10.00,01/03/2019 11.00,31361.729,31.361729,0.062723458,,,,,,,,,
01/03/2019 11.00,01/03/2019 12.00,47516.183,47.516183,0.095032366,,,,,,,,,
01/03/2019 12.00,01/03/2019 13.00,55738.458,55.738458,0.111476916,,,,,,,,,
01/03/2019 13.00,01/03/2019 14.00,58472.78,58.47278,0.11694556,,,,,,,,,
01/03/2019 14.00,01/03/2019 15.00,61035.12,61.03512,0.12207024,,,,,,,,,
01/03/2019 15.00,01/03/2019 16.00,77352.115,77.352115,0.15470423,,,,,,,,,
01/03/2019 16.00,01/03/2019 17.00,102973.806,102.973806,0.205947612,,,,,,,,,
01/03/2019 17.00,01/03/2019 18.00,121507.644,121.507644,0.243015288,,,,,,,,,
01/03/2019 18.00,01/03/2019 19.00,137543.73,137.54373,0.27508746,,,,,,,,,
01/03/2019 19.00,01/03/2019 20.00,151339.412,151.339412,0.302678824,,,,,,,,,
01/03/2019 20.00,01/03/2019 21.00,154922.46,154.92246,0.30984492,,,,,,,,,
01/03/2019 21.00,01/03/2019 22.00,148636.301,148.636301,0.297272602,,,,,,,,,
01/03/2019 22.00,01/03/2019 23.00,148596.725,148.596725,0.29719345,,,,,,,,,
01/03/2019 23.00,02/03/2019 00.00,162689.851,162.689851,0.325379702,,,,,,,,,
02/03/2019 00.00,02/03/2019 01.00,171791.836,171.791836,0.343583672,,,,,,,,,
02/03/2019 01.00,02/03/2019 02.00,172434.249,172.434249,0.344868498,,,,,,,,,
02/03/2019 02.00,02/03/2019 03.00,168977.653,168.977653,0.337955306,,,,,,,,,
02/03/2019 03.00,02/03/2019 04.00,165779.379,165.779379,0.331558758,,,,,,,,,
02/03/2019 04.00,02/03/2019 05.00,164281.475,164.281475,0.32856295,,,,,,,,,
02/03/2019 05.00,02/03/2019 06.00,164145.89,164.14589,0.32829178,,,,,,,,,
02/03/2019 06.00,02/03/2019 07.00,166073.341,166.073341,0.332146682,,,,,,,,,
02/03/2019 07.00,02/03/2019 08.00,173241.47,173.24147,0.34648294,,,,,,,,,
02/03/2019 08.00,02/03/2019 09.00,189470.673,189.470673,0.378941346,,,,,,,,,
02/03/2019 09.00,02/03/2019 10.00,191200.959,191.200959,0.382401918,,,,,,,,,
02/03/2019 10.00,02/03/2019 11.00,180628.334,180.628334,0.361256668,,,,,,,,,
02/03/2019 11.00,02/03/2019 12.00,174921.644,174.921644,0.349843288,,,,,,,,,
02/03/2019 12.00,02/03/2019 13.00,182352.68,182.35268,0.36470536,,,,,,,,,
02/03/2019 13.00,02/03/2019 14.00,194174.01,194.17401,0.38834802,,,,,,,,,
02/03/2019 14.00,02/03/2019 15.00,195508.913,195.508913,0.391017826,,,,,,,,,
02/03/2019 15.00,02/03/2019 16.00,192821.259,192.821259,0.385642518,,,,,,,,,
02/03/2019 16.00,02/03/2019 17.00,256244.249,256.244249,0.512488498,,,,,,,,,
02/03/2019 17.00,02/03/2019 18.00,299319.068,299.319068,0.598638136,,,,,,,,,
02/03/2019 18.00,02/03/2019 19.00,313733.189,313.733189,0.627466378,,,,,,,,,
02/03/2019 19.00,02/03/2019 20.00,320817.999,320.817999,0.641635998,,,,,,,,,
02/03/2019 20.00,02/03/2019 21.00,343505.063,343.505063,0.687010126,,,,,,,,,
02/03/2019 21.00,02/03/2019 22.00,368871.677,368.871677,0.737743354,,,,,,,,,
02/03/2019 22.00,02/03/2019 23.00,377140.472,377.140472,0.754280944,,,,,,,,,
02/03/2019 23.00,03/03/2019 00.00,378363.647,378.363647,0.756727294,,,,,,,,,
03/03/2019 00.00,03/03/2019 01.00,385960.633,385.960633,0.771921266,,,,,,,,,
03/03/2019 01.00,03/03/2019 02.00,405587.466,405.587466,0.811174932,,,,,,,,,
03/03/2019 02.00,03/03/2019 03.00,422593.823,422.593823,0.845187646,,,,,,,,,
03/03/2019 03.00,03/03/2019 04.00,440714.591,440.714591,0.881429182,,,,,,,,,
03/03/2019 04.00,03/03/2019 05.00,430743.56,430.74356,0.86148712,,,,,,,,,
03/03/2019 05.00,03/03/2019 06.00,436964.086,436.964086,0.873928172,,,,,,,,,
03/03/2019 06.00,03/03/2019 07.00,464507.97,464.50797,0.92901594,,,,,,,,,
03/03/2019 07.00,03/03/2019 08.00,482402.521,482.402521,0.964805042,,,,,,,,,
03/03/2019 08.00,03/03/2019 09.00,463236.827,463.236827,0.926473654,,,,,,,,,
03/03/2019 09.00,03/03/2019 10.00,470006.829,470.006829,0.940013658,,,,,,,,,
03/03/2019 10.00,03/03/2019 11.00,471405.688,471.405688,0.942811376,,,,,,,,,
03/03/2019 11.00,03/03/2019 12.00,466417.403,466.417403,0.932834806,,,,,,,,,
03/03/2019 12.00,03/03/2019 13.00,455450.355,455.450355,0.91090071,,,,,,,,,
03/03/2019 13.00,03/03/2019 14.00,436867.648,436.867648,0.873735296,,,,,,,,,
03/03/2019 14.00,03/03/2019 15.00,413315.929,413.315929,0.826631858,,,,,,,,,
03/03/2019 15.00,03/03/2019 16.00,380795.084,380.795084,0.761590168,,,,,,,,,
03/03/2019 16.00,03/03/2019 17.00,337730.253,337.730253,0.675460506,,,,,,,,,
03/03/2019 17.00,03/03/2019 18.00,331618.973,331.618973,0.663237946,,,,,,,,,
03/03/2019 18.00,03/03/2019 19.00,334097.81,334.09781,0.66819562,,,,,,,,,
03/03/2019 19.00,03/03/2019 20.00,329638.477,329.638477,0.659276954,,,,,,,,,
03/03/2019 20.00,03/03/2019 21.00,309995.327,309.995327,0.619990654,,,,,,,,,
03/03/2019 21.00,03/03/2019 22.00,253423.242,253.423242,0.506846484,,,,,,,,,
03/03/2019 22.00,03/03/2019 23.00,182966.407,182.966407,0.365932814,,,,,,,,,
03/03/2019 23.00,04/03/2019 00.00,172054.716,172.054716,0.344109432,,,,,,,,,
04/03/2019 00.00,04/03/2019 01.00,228320.904,228.320904,0.456641808,,,,,,,,,
04/03/2019 01.00,04/03/2019 02.00,312491.464,312.491464,0.624982928,,,,,,,,,
04/03/2019 02.00,04/03/2019 03.00,373938.734,373.938734,0.747877468,,,,,,,,,
04/03/2019 03.00,04/03/2019 04.00,412830.667,412.830667,0.825661334,,,,,,,,,
04/03/2019 04.00,04/03/2019 05.00,455619.629,455.619629,0.911239258,,,,,,,,,
04/03/2019 05.00,04/03/2019 06.00,443819.011,443.819011,0.887638022,,,,,,,,,
04/03/2019 06.00,04/03/2019 07.00,434130.606,434.130606,0.868261212,,,,,,,,,
04/03/2019 07.00,04/03/2019 08.00,436838.52,436.83852,0.87367704,,,,,,,,,
04/03/2019 08.00,04/03/2019 09.00,428555.98,428.55598,0.85711196,,,,,,,,,
04/03/2019 09.00,04/03/2019 10.00,435944.82,435.94482,0.87188964,,,,,,,,,
04/03/2019 10.00,04/03/2019 11.00,434291.544,434.291544,0.868583088,,,,,,,,,
04/03/2019 11.00,04/03/2019 12.00,457857.566,457.857566,0.915715132,,,,,,,,,
04/03/2019 12.00,04/03/2019 13.00,469161.191,469.161191,0.938322382,,,,,,,,,
04/03/2019 13.00,04/03/2019 14.00,471971.54,471.97154,0.94394308,,,,,,,,,
04/03/2019 14.00,04/03/2019 15.00,458940.456,458.940456,0.917880912,,,,,,,,,
04/03/2019 15.00,04/03/2019 16.00,456195.344,456.195344,0.912390688,,,,,,,,,
04/03/2019 16.00,04/03/2019 17.00,462952.626,462.952626,0.925905252,,,,,,,,,
04/03/2019 17.00,04/03/2019 18.00,473705.678,473.705678,0.947411356,,,,,,,,,
04/03/2019 18.00,04/03/2019 19.00,478991.244,478.991244,0.957982488,,,,,,,,,
04/03/2019 19.00,04/03/2019 20.00,484297.452,484.297452,0.968594904,,,,,,,,,
04/03/2019 20.00,04/03/2019 21.00,490086.683,490.086683,0.980173366,,,,,,,,,
04/03/2019 21.00,04/03/2019 22.00,493159.548,493.159548,0.986319096,,,,,,,,,
04/03/2019 22.00,04/03/2019 23.00,493430.001,493.430001,0.986860002,,,,,,,,,
04/03/2019 23.00,05/03/2019 00.00,491915.133,491.915133,0.983830266,,,,,,,,,
05/03/2019 00.00,05/03/2019 01.00,487721.372,487.721372,0.975442744,,,,,,,,,
05/03/2019 01.00,05/03/2019 02.00,480591.257,480.591257,0.961182514,,,,,,,,,
05/03/2019 02.00,05/03/2019 03.00,474413.008,474.413008,0.948826016,,,,,,,,,
05/03/2019 03.00,05/03/2019 04.00,471412.359,471.412359,0.942824718,,,,,,,,,
05/03/2019 04.00,05/03/2019 05.00,471466.897,471.466897,0.942933794,,,,,,,,,
05/03/2019 05.00,05/03/2019 06.00,468984.782,468.984782,0.937969564,,,,,,,,,
05/03/2019 06.00,05/03/2019 07.00,457404.314,457.404314,0.914808628,,,,,,,,,
05/03/2019 07.00,05/03/2019 08.00,445331.852,445.331852,0.890663704,,,,,,,,,
05/03/2019 08.00,05/03/2019 09.00,426457.525,426.457525,0.85291505,,,,,,,,,
05/03/2019 09.00,05/03/2019 10.00,411198.486,411.198486,0.822396972,,,,,,,,,
05/03/2019 10.00,05/03/2019 11.00,390682.236,390.682236,0.781364472,,,,,,,,,
05/03/2019 11.00,05/03/2019 12.00,357486.683,357.486683,0.714973366,,,,,,,,,
05/03/2019 12.00,05/03/2019 13.00,330521.223,330.521223,0.661042446,,,,,,,,,
05/03/2019 13.00,05/03/2019 14.00,278221.053,278.221053,0.556442106,,,,,,,,,
05/03/2019 14.00,05/03/2019 15.00,215857.91,215.85791,0.43171582,,,,,,,,,
05/03/2019 15.00,05/03/2019 16.00,161311.53,161.31153,0.32262306,,,,,,,,,
05/03/2019 16.00,05/03/2019 17.00,124568.031,124.568031,0.249136062,,,,,,,,,
05/03/2019 17.00,05/03/2019 18.00,95643.847,95.643847,0.191287694,,,,,,,,,
05/03/2019 18.00,05/03/2019 19.00,70350.566,70.350566,0.140701132,,,,,,,,,
05/03/2019 19.00,05/03/2019 20.00,92132.525,92.132525,0.18426505,,,,,,,,,
05/03/2019 20.00,05/03/2019 21.00,112618.343,112.618343,0.225236686,,,,,,,,,
05/03/2019 21.00,05/03/2019 22.00,132872.42,132.87242,0.26574484,,,,,,,,,
05/03/2019 22.00,05/03/2019 23.00,144341.298,144.341298,0.288682596,,,,,,,,,
05/03/2019 23.00,06/03/2019 00.00,143743.766,143.743766,0.287487532,,,,,,,,,
06/03/2019 00.00,06/03/2019 01.00,132742.521,132.742521,0.265485042,,,,,,,,,
06/03/2019 01.00,06/03/2019 02.00,124351.766,124.351766,0.248703532,,,,,,,,,
06/03/2019 02.00,06/03/2019 03.00,129544.273,129.544273,0.259088546,,,,,,,,,
06/03/2019 03.00,06/03/2019 04.00,154066.358,154.066358,0.308132716,,,,,,,,,
06/03/2019 04.00,06/03/2019 05.00,147546.706,147.546706,0.295093412,,,,,,,,,
06/03/2019 05.00,06/03/2019 06.00,168365.401,168.365401,0.336730802,,,,,,,,,
06/03/2019 06.00,06/03/2019 07.00,189452.115,189.452115,0.37890423,,,,,,,,,
06/03/2019 07.00,06/03/2019 08.00,237600.207,237.600207,0.475200414,,,,,,,,,
06/03/2019 08.00,06/03/2019 09.00,285555.653,285.555653,0.571111306,,,,,,,,,
06/03/2019 09.00,06/03/2019 10.00,320799.752,320.799752,0.641599504,,,,,,,,,
06/03/2019 10.00,06/03/2019 11.00,347379.135,347.379135,0.69475827,,,,,,,,,
06/03/2019 11.00,06/03/2019 12.00,350159.418,350.159418,0.700318836,,,,,,,,,
06/03/2019 12.00,06/03/2019 13.00,355254.043,355.254043,0.710508086,,,,,,,,,
06/03/2019 13.00,06/03/2019 14.00,356415.601,356.415601,0.712831202,,,,,,,,,
06/03/2019 14.00,06/03/2019 15.00,376879.561,376.879561,0.753759122,,,,,,,,,
06/03/2019 15.00,06/03/2019 16.00,418546.812,418.546812,0.837093624,,,,,,,,,
06/03/2019 16.00,06/03/2019 17.00,440834.849,440.834849,0.881669698,,,,,,,,,
06/03/2019 17.00,06/03/2019 18.00,457058.003,457.058003,0.914116006,,,,,,,,,
06/03/2019 18.00,06/03/2019 19.00,464886.758,464.886758,0.929773516,,,,,,,,,
06/03/2019 19.00,06/03/2019 20.00,465833.332,465.833332,0.931666664,,,,,,,,,
06/03/2019 20.00,06/03/2019 21.00,465957.669,465.957669,0.931915338,,,,,,,,,
06/03/2019 21.00,06/03/2019 22.00,460319.749,460.319749,0.920639498,,,,,,,,,
06/03/2019 22.00,06/03/2019 23.00,447303.556,447.303556,0.894607112,,,,,,,,,
06/03/2019 23.00,07/03/2019 00.00,432890.408,432.890408,0.865780816,,,,,,,,,
07/03/2019 00.00,07/03/2019 01.00,412003.402,412.003402,0.824006804,,,,,,,,,
07/03/2019 01.00,07/03/2019 02.00,383035.589,383.035589,0.766071178,,,,,,,,,
07/03/2019 02.00,07/03/2019 03.00,359763.402,359.763402,0.719526804,,,,,,,,,
07/03/2019 03.00,07/03/2019 04.00,349888.208,349.888208,0.699776416,,,,,,,,,
07/03/2019 04.00,07/03/2019 05.00,335339.938,335.339938,0.670679876,,,,,,,,,
07/03/2019 05.00,07/03/2019 06.00,316846.423,316.846423,0.633692846,,,,,,,,,
07/03/2019 06.00,07/03/2019 07.00,299160.046,299.160046,0.598320092,,,,,,,,,
07/03/2019 07.00,07/03/2019 08.00,299319.828,299.319828,0.598639656,,,,,,,,,
07/03/2019 08.00,07/03/2019 09.00,308927.572,308.927572,0.617855144,,,,,,,,,
07/03/2019 09.00,07/03/2019 10.00,305265.87,305.26587,0.61053174,,,,,,,,,
07/03/2019 10.00,07/03/2019 11.00,330515.204,330.515204,0.661030408,,,,,,,,,
07/03/2019 11.00,07/03/2019 12.00,355250.037,355.250037,0.710500074,,,,,,,,,
07/03/2019 12.00,07/03/2019 13.00,364862.413,364.862413,0.729724826,,,,,,,,,
07/03/2019 13.00,07/03/2019 14.00,443166.73,443.16673,0.88633346,,,,,,,,,
07/03/2019 14.00,07/03/2019 15.00,490953.219,490.953219,0.981906438,,,,,,,,,
07/03/2019 15.00,07/03/2019 16.00,495671.821,495.671821,0.991343642,,,,,,,,,
07/03/2019 16.00,07/03/2019 17.00,494699.645,494.699645,0.98939929,,,,,,,,,
07/03/2019 17.00,07/03/2019 18.00,488762.675,488.762675,0.97752535,,,,,,,,,
07/03/2019 18.00,07/03/2019 19.00,479435.205,479.435205,0.95887041,,,,,,,,,
07/03/2019 19.00,07/03/2019 20.00,465724.377,465.724377,0.931448754,,,,,,,,,
07/03/2019 20.00,07/03/2019 21.00,465539.842,465.539842,0.931079684,,,,,,,,,
07/03/2019 21.00,07/03/2019 22.00,469764.072,469.764072,0.939528144,,,,,,,,,
07/03/2019 22.00,07/03/2019 23.00,477111.349,477.111349,0.954222698,,,,,,,,,
07/03/2019 23.00,08/03/2019 00.00,479445.004,479.445004,0.958890008,,,,,,,,,
08/03/2019 00.00,08/03/2019 01.00,484116.208,484.116208,0.968232416,,,,,,,,,
08/03/2019 01.00,08/03/2019 02.00,485554.497,485.554497,0.971108994,,,,,,,,,
08/03/2019 02.00,08/03/2019 03.00,483225.533,483.225533,0.966451066,,,,,,,,,
08/03/2019 03.00,08/03/2019 04.00,479006.681,479.006681,0.958013362,,,,,,,,,
08/03/2019 04.00,08/03/2019 05.00,461960.24,461.96024,0.92392048,,,,,,,,,
08/03/2019 05.00,08/03/2019 06.00,453658.499,453.658499,0.907316998,,,,,,,,,
08/03/2019 06.00,08/03/2019 07.00,453392.304,453.392304,0.906784608,,,,,,,,,
08/03/2019 07.00,08/03/2019 08.00,459704.875,459.704875,0.91940975,,,,,,,,,
08/03/2019 08.00,08/03/2019 09.00,481288.42,481.28842,0.96257684,,,,,,,,,
08/03/2019 09.00,08/03/2019 10.00,495386.007,495.386007,0.990772014,,,,,,,,,
08/03/2019 10.00,08/03/2019 11.00,489039.032,489.039032,0.978078064,,,,,,,,,
08/03/2019 11.00,08/03/2019 12.00,474056.989,474.056989,0.948113978,,,,,,,,,
08/03/2019 12.00,08/03/2019 13.00,472965.138,472.965138,0.945930276,,,,,,,,,
08/03/2019 13.00,08/03/2019 14.00,480311.782,480.311782,0.960623564,,,,,,,,,
08/03/2019 14.00,08/03/2019 15.00,487542.651,487.542651,0.975085302,,,,,,,,,
08/03/2019 15.00,08/03/2019 16.00,495245.44,495.24544,0.99049088,,,,,,,,,
08/03/2019 16.00,08/03/2019 17.00,492857.535,492.857535,0.98571507,,,,,,,,,
08/03/2019 17.00,08/03/2019 18.00,485628.155,485.628155,0.97125631,,,,,,,,,
08/03/2019 18.00,08/03/2019 19.00,478516.202,478.516202,0.957032404,,,,,,,,,
08/03/2019 19.00,08/03/2019 20.00,469125.251,469.125251,0.938250502,,,,,,,,,
08/03/2019 20.00,08/03/2019 21.00,454858.453,454.858453,0.909716906,,,,,,,,,
08/03/2019 21.00,08/03/2019 22.00,432335.84,432.33584,0.86467168,,,,,,,,,
08/03/2019 22.00,08/03/2019 23.00,412858.499,412.858499,0.825716998,,,,,,,,,
08/03/2019 23.00,09/03/2019 00.00,405165.558,405.165558,0.810331116,,,,,,,,,
09/03/2019 00.00,09/03/2019 01.00,374938.219,374.938219,0.749876438,,,,,,,,,
09/03/2019 01.00,09/03/2019 02.00,365852.622,365.852622,0.731705244,,,,,,,,,
09/03/2019 02.00,09/03/2019 03.00,375588.229,375.588229,0.751176458,,,,,,,,,
09/03/2019 03.00,09/03/2019 04.00,401199.365,401.199365,0.80239873,,,,,,,,,
09/03/2019 04.00,09/03/2019 05.00,401650.349,401.650349,0.803300698,,,,,,,,,
